pickup_datetime,dropoff_datetime,trip_distance,passenger_count,payment_amount,duration
11/01/16 14:48,11/01/16 14:59,1.1,1,12.05,11
11/01/16 14:48,11/01/16 15:00,1.31,1,12.36,12
11/01/16 14:49,11/01/16 14:56,1.2,1,7.8,7
11/01/16 14:49,11/01/16 15:00,2,2,11.3,11
11/01/16 14:50,11/01/16 15:03,2.1,2,12.3,13
11/01/16 14:50,11/01/16 15:13,3.4,3,17.3,23
11/01/16 14:51,11/01/16 15:01,1.28,1,9.3,10
11/01/16 14:51,11/01/16 15:05,1.81,1,13,14
11/01/16 14:51,11/01/16 15:12,2.57,1,17.76,21
11/01/16 14:52,11/01/16 15:12,3.9,1,17.3,20
11/01/16 14:52,11/01/16 15:00,1,1,9.35,8
11/01/16 14:53,11/01/16 15:06,2,2,11.3,13
11/01/16 14:53,11/01/16 15:04,1.4,1,11.15,11
11/01/16 14:53,11/01/16 15:06,2.22,1,12.3,13
11/01/16 14:53,11/01/16 15:02,0.7,2,8.8,9
11/01/16 14:54,11/01/16 15:03,0.7,1,8.3,9
11/01/16 14:54,11/01/16 15:14,2.32,1,17.76,20
11/01/16 14:54,11/01/16 15:22,3.5,1,19.8,28
11/01/16 14:55,11/01/16 15:21,7.5,3,26.3,26
11/01/16 14:55,11/01/16 15:07,1.1,1,6.8,12
11/01/16 14:56,11/01/16 15:01,0.87,1,6.8,5
11/01/16 14:56,11/01/16 15:04,1.48,1,8.3,8
11/01/16 14:56,11/01/16 15:11,1.6,1,14.15,15
11/01/16 14:57,11/01/16 15:48,12.31,1,52.56,51
11/01/16 14:57,11/01/16 15:12,2.15,4,14,15
11/01/16 14:57,11/01/16 15:09,1.67,1,12.36,12
11/01/16 14:58,11/01/16 15:10,2.2,1,11.3,12
11/01/16 14:59,11/01/16 15:48,15.64,1,61.62,49
11/01/16 14:59,11/01/16 15:08,1.77,1,10,9
11/01/16 14:59,11/01/16 15:06,0.69,1,6.8,7
11/01/16 15:00,11/01/16 15:11,1.74,3,11.76,11
11/01/16 15:00,11/01/16 15:09,0.54,1,8.8,9
11/01/16 15:00,11/01/16 15:06,0.68,1,6.3,6
11/01/16 15:01,11/01/16 15:08,1.2,1,9.35,7
11/01/16 15:01,11/01/16 15:10,1.38,1,10.56,9
11/01/16 15:02,11/01/16 15:24,2.73,1,18.5,22
11/01/16 15:02,11/01/16 15:17,2.6,1,12.8,15
11/01/16 15:02,11/01/16 15:12,1,1,9.8,10
11/01/16 15:02,11/01/16 15:29,3.47,1,20.3,27
11/01/16 15:03,11/01/16 15:12,2,1,10.3,9
11/01/16 15:03,11/01/16 15:14,1,1,8.8,11
11/01/16 15:04,11/01/16 15:12,1.64,1,8.8,8
11/01/16 15:04,11/01/16 15:10,0.9,2,6.8,6
11/01/16 15:04,11/01/16 15:29,3.64,1,21.36,25
11/01/16 15:04,11/01/16 15:16,2,1,13.8,12
11/01/16 15:05,11/01/16 15:18,2.08,1,14.69,13
11/01/16 15:05,11/01/16 15:13,1,1,9.35,8
11/01/16 15:06,11/01/16 15:11,0.99,1,6.8,5
11/01/16 15:06,11/01/16 15:14,1.54,3,10.56,8
11/01/16 15:06,11/01/16 15:12,0.79,1,7.56,6
11/01/16 15:06,11/01/16 15:32,3.06,1,21.96,26
11/01/16 15:07,11/01/16 15:17,1.7,2,11.15,10
11/01/16 15:07,11/01/16 15:11,0.8,1,7.25,4
11/01/16 15:07,11/01/16 15:17,1.1,2,8.3,10
11/01/16 15:08,11/01/16 15:25,1.38,1,15.36,17
11/01/16 15:08,11/01/16 15:12,0.97,1,6.3,4
11/01/16 15:08,11/01/16 15:18,1.72,1,9.3,10
11/01/16 15:09,11/01/16 15:16,1,1,7.3,7
11/01/16 15:09,11/01/16 15:16,0.65,2,8.76,7
11/01/16 15:09,11/01/16 15:23,2.18,1,11.8,14
11/01/16 15:10,11/01/16 15:14,0.65,1,5.3,4
11/01/16 15:10,11/01/16 15:25,2.25,4,12.8,15
11/01/16 15:11,11/01/16 15:27,3.25,1,13.8,16
11/01/16 15:11,11/01/16 15:30,2.2,1,17.16,19
11/01/16 15:11,11/01/16 15:16,1.06,1,6.8,5
11/01/16 15:12,11/01/16 15:22,1.1,3,9.8,10
11/01/16 15:12,11/01/16 15:30,8.16,3,36.41,18
11/01/16 15:13,11/01/16 15:28,2.2,1,15.35,15
11/01/16 15:13,11/01/16 15:22,0.98,1,8.3,9
11/01/16 15:13,11/01/16 15:25,1.76,1,12.36,12
11/01/16 15:13,11/01/16 15:38,2.82,1,17.3,25
11/01/16 15:14,11/01/16 15:34,2.41,3,12.8,20
11/01/16 15:14,11/01/16 15:22,0.7,2,6.3,8
11/01/16 15:14,11/01/16 15:21,0.96,2,6.8,7
11/01/16 15:15,11/01/16 15:20,0.82,1,6.75,5
11/01/16 15:15,11/01/16 15:20,0.8,1,7.55,5
11/01/16 15:16,11/01/16 15:24,1.2,1,9.95,8
11/01/16 15:17,11/01/16 15:37,2.9,1,15.8,20
11/01/16 15:17,11/01/16 15:24,1,1,8.75,7
11/01/16 15:17,11/01/16 15:44,2.81,2,18.3,27
11/01/16 15:18,11/01/16 15:36,2.9,1,17.76,18
11/01/16 15:18,11/01/16 15:32,1.7,1,11.3,14
11/01/16 15:18,11/01/16 15:25,1.06,1,9.36,7
11/01/16 15:18,11/01/16 15:39,1.5,1,13.8,21
11/01/16 15:19,11/01/16 15:38,2.21,1,16.3,19
11/01/16 15:19,11/01/16 15:28,2.8,1,12.8,9
11/01/16 15:19,11/01/16 15:34,2.65,3,14.21,15
11/01/16 15:20,11/01/16 15:32,2.2,1,13.55,12
11/01/16 15:21,11/01/16 15:35,1.4,1,11.8,14
11/01/16 15:22,11/01/16 15:29,0.85,1,6.8,7
11/01/16 15:22,11/01/16 15:33,1.53,1,11.76,11
11/01/16 15:23,11/01/16 15:33,1.8,1,11.75,10
11/01/16 15:23,11/01/16 15:40,1.94,1,13.3,17
11/01/16 15:23,11/01/16 16:07,17.65,2,70.01,44
11/01/16 15:24,11/01/16 15:46,8.6,1,41.04,22
11/01/16 15:24,11/01/16 15:30,0.6,3,6.3,6
11/01/16 15:24,11/01/16 15:43,5.6,1,20.8,19
11/01/16 15:24,11/01/16 16:16,14.2,1,46.8,52
11/01/16 15:25,11/01/16 15:30,1,1,7.55,5
11/01/16 15:25,11/01/16 15:46,8.53,1,39.8,21
11/01/16 15:26,11/01/16 15:38,1.96,1,10.8,12
11/01/16 15:26,11/01/16 15:33,1.5,2,10.35,7
11/01/16 15:26,11/01/16 15:38,2.29,1,13.56,12
11/01/16 15:27,11/01/16 15:55,5.6,1,29.6,28
11/01/16 15:27,11/01/16 15:36,1.2,1,8.3,9
11/01/16 15:27,11/01/16 15:36,0.6,1,9,9
11/01/16 15:28,11/01/16 15:46,1.1,3,13.5,18
11/01/16 15:28,11/01/16 15:36,1.47,1,8.3,8
11/01/16 15:28,11/01/16 16:10,11.75,3,40.8,42
11/01/16 15:29,11/01/16 15:42,1.2,1,10.3,13
11/01/16 15:29,11/01/16 15:40,1.8,1,11.15,11
11/01/16 15:30,11/01/16 15:58,8.83,1,29.3,28
11/01/16 15:30,11/01/16 15:44,1.3,1,10.8,14
11/01/16 15:30,11/01/16 15:43,1.74,1,13.5,13
11/01/16 15:31,11/01/16 16:02,8.7,2,44.79,31
11/01/16 15:31,11/01/16 15:50,1.3,1,15.35,19
11/01/16 15:31,11/01/16 15:41,1.86,1,12.36,10
11/01/16 15:31,11/01/16 15:37,1,1,8.16,6
11/01/16 15:32,11/01/16 15:39,1.1,1,7.3,7
11/01/16 15:32,11/01/16 15:42,1.8,1,11.6,10
11/01/16 15:32,11/01/16 15:36,0.6,1,5.3,4
11/01/16 15:33,11/01/16 15:53,7.68,1,31.34,20
11/01/16 15:34,11/01/16 15:39,0.7,1,7.55,5
11/01/16 15:34,11/01/16 15:39,0.9,1,6.3,5
11/01/16 15:35,11/01/16 16:13,17.46,2,72.92,38
11/01/16 15:35,11/01/16 16:08,5.5,1,25.3,33
11/01/16 15:35,11/01/16 15:40,0.9,1,5.8,5
11/01/16 15:36,11/01/16 15:44,1.1,1,9.95,8
11/01/16 15:36,11/01/16 15:45,2.36,1,10.8,9
11/01/16 15:36,11/01/16 15:42,1.17,1,6.8,6
11/01/16 15:37,11/01/16 16:03,10.64,1,34.3,26
11/01/16 15:37,11/01/16 16:29,12.61,2,45.8,52
11/01/16 15:37,11/01/16 15:47,1.18,1,9.3,10
11/01/16 15:38,11/01/16 15:52,1.85,1,14.12,14
11/01/16 15:38,11/01/16 15:50,1.06,2,10.3,12
11/01/16 15:39,11/01/16 15:48,1.2,3,8.8,9
11/01/16 15:39,11/01/16 15:50,1.64,1,11.76,11
11/01/16 15:39,11/01/16 15:45,0.84,1,6.3,6
11/01/16 15:39,11/01/16 16:08,5.8,1,23.8,29
11/01/16 15:40,11/01/16 15:46,1.5,1,9.3,6
11/01/16 15:40,11/01/16 15:53,1.9,1,14.12,13
11/01/16 15:40,11/01/16 15:57,2.1,1,12.8,17
11/01/16 15:41,11/01/16 15:48,1.1,2,7.3,7
11/01/16 15:41,11/01/16 15:46,0.9,2,7.3,5
11/01/16 15:41,11/01/16 16:06,2.61,2,16.8,25
11/01/16 15:42,11/01/16 15:47,0.7,1,7.87,5
11/01/16 15:42,11/01/16 15:55,2.28,2,13.56,13
11/01/16 15:43,11/01/16 15:51,1.6,1,10.55,8
11/01/16 15:43,11/01/16 16:00,1.76,1,12.3,17
11/01/16 15:44,11/01/16 15:49,0.8,1,8.15,5
11/01/16 15:44,11/01/16 16:01,1.71,2,12.3,17
11/01/16 15:45,11/01/16 16:01,3.24,1,17.16,16
11/01/16 15:45,11/01/16 15:57,0.87,1,10.3,12
11/01/16 15:45,11/01/16 15:50,0.72,1,6.3,5
11/01/16 15:46,11/01/16 15:50,0.6,4,6.8,4
11/01/16 15:46,11/01/16 15:51,1,1,6.3,5
11/01/16 15:46,11/01/16 16:06,2.2,2,14.8,20
11/01/16 15:47,11/01/16 15:55,1.48,1,8.3,8
11/01/16 15:47,11/01/16 16:06,1.9,1,16.55,19
11/01/16 15:47,11/01/16 15:52,0.83,1,7.3,5
11/01/16 15:48,11/01/16 15:54,1.6,2,7.8,6
11/01/16 15:48,11/01/16 16:21,11.6,1,48.39,33
11/01/16 15:49,11/01/16 16:52,16.3,1,67.55,63
11/01/16 15:49,11/01/16 17:07,20.1,1,58.34,78
11/01/16 15:49,11/01/16 16:06,2.4,2,15.95,17
11/01/16 15:50,11/01/16 15:56,0.94,1,8.16,6
11/01/16 15:50,11/01/16 16:00,1.6,1,10.8,10
11/01/16 15:50,11/01/16 16:12,2.6,1,16.8,22
11/01/16 15:51,11/01/16 16:19,4.1,1,25.55,28
11/01/16 15:51,11/01/16 15:58,0.9,1,6.8,7
11/01/16 15:52,11/01/16 16:06,1.04,1,14.12,14
11/01/16 15:52,11/01/16 16:02,1.4,1,11.16,10
11/01/16 15:52,11/01/16 15:57,0.6,1,7.5,5
11/01/16 15:53,11/01/16 15:57,0.7,1,6.8,4
11/01/16 15:54,11/01/16 16:02,1.37,1,8.3,8
11/01/16 15:54,11/01/16 16:02,1.58,1,9,8
11/01/16 15:55,11/01/16 16:16,5.6,1,24.35,21
11/01/16 15:55,11/01/16 16:14,2.9,1,14.8,19
11/01/16 15:55,11/01/16 16:20,3.79,1,18.8,25
11/01/16 15:56,11/01/16 16:01,0.9,3,6.3,5
11/01/16 15:56,11/01/16 16:05,1.3,1,9.95,9
11/01/16 15:57,11/01/16 16:02,0.97,4,7.8,5
11/01/16 15:57,11/01/16 16:01,0.6,1,6.8,4
11/01/16 15:57,11/01/16 16:12,1.14,2,13.8,15
11/01/16 15:58,11/01/16 16:07,0.9,1,10.1,9
11/01/16 15:58,11/01/16 16:13,2.5,1,12.3,15
11/01/16 15:58,11/01/16 17:46,24.07,2,103.56,108
11/01/16 15:59,11/01/16 16:04,1.03,2,7.8,5
11/01/16 16:00,11/01/16 16:04,1.02,4,6.96,4
11/01/16 16:01,11/01/16 16:35,6.6,1,32.15,34
11/01/16 16:03,11/01/16 16:15,1.68,4,13.56,12
11/01/16 16:03,11/01/16 16:08,1,1,8.3,5
11/01/16 16:03,11/01/16 16:20,3.3,4,18.95,17
11/01/16 16:04,11/01/16 16:16,1.87,1,11.3,12
11/01/16 16:04,11/01/16 16:08,0.54,1,6.8,4
11/01/16 16:04,11/01/16 16:22,2.67,1,17.6,18
11/01/16 16:05,11/01/16 16:28,2.5,1,21.6,23
11/01/16 16:05,11/01/16 16:13,1.5,1,9.3,8
11/01/16 16:05,11/01/16 16:39,4.93,1,25.8,34
11/01/16 16:06,11/01/16 16:12,1.1,1,9.95,6
11/01/16 16:06,11/01/16 16:10,0.87,1,6.8,4
11/01/16 16:07,11/01/16 16:20,1.4,1,15.3,13
11/01/16 16:07,11/01/16 16:29,6.68,1,25.3,22
11/01/16 16:07,11/01/16 16:18,1.2,1,11.3,11
11/01/16 16:08,11/01/16 16:42,9.6,1,40.34,34
11/01/16 16:08,11/01/16 16:45,8.6,1,50.49,37
11/01/16 16:09,11/01/16 16:25,0.9,2,14.3,16
11/01/16 16:09,11/01/16 16:19,1.1,3,9.3,10
11/01/16 16:10,11/01/16 16:18,0.81,1,8.3,8
11/01/16 16:10,11/01/16 16:16,0.7,1,8.75,6
11/01/16 16:11,11/01/16 16:28,2.88,1,14.8,17
11/01/16 16:11,11/01/16 16:21,0.85,1,11.16,10
11/01/16 16:11,11/01/16 16:16,1.28,1,9.36,5
11/01/16 16:12,11/01/16 16:19,1.16,1,8.8,7
11/01/16 16:12,11/01/16 16:24,1.8,2,14.15,12
11/01/16 16:12,11/01/16 16:23,1.4,1,12.36,11
11/01/16 16:13,11/01/16 16:24,1.36,1,14.04,11
11/01/16 16:13,11/01/16 16:17,0.7,1,8.15,4
11/01/16 16:13,11/01/16 16:18,0.99,2,8.3,5
11/01/16 16:14,11/01/16 16:21,0.7,1,9.3,7
11/01/16 16:14,11/01/16 16:30,2.1,1,15.8,16
11/01/16 16:14,11/01/16 16:22,1.1,1,8.8,8
11/01/16 16:15,11/01/16 16:25,0.8,1,9.3,10
11/01/16 16:16,11/01/16 16:32,2.2,1,13.8,16
11/01/16 16:16,11/01/16 16:24,1.1,1,8.8,8
11/01/16 16:16,11/01/16 16:26,1.1,1,11.6,10
11/01/16 16:17,11/01/16 16:22,0.65,2,7.3,5
11/01/16 16:17,11/01/16 16:57,10.8,2,51.99,40
11/01/16 16:17,11/01/16 16:35,3,1,15.3,18
11/01/16 16:18,11/01/16 16:27,1.5,2,9.8,9
11/01/16 16:18,11/01/16 17:42,19.48,1,68.64,84
11/01/16 16:19,11/01/16 16:30,1.23,1,12.36,11
11/01/16 16:19,11/01/16 16:28,1.3,1,9.8,9
11/01/16 16:19,11/01/16 16:26,1,2,10.8,7
11/01/16 16:20,11/01/16 16:29,1.12,1,9.3,9
11/01/16 16:20,11/01/16 17:10,18.1,1,69.99,50
11/01/16 16:21,11/01/16 16:32,1.68,1,10.8,11
11/01/16 16:21,11/01/16 16:29,0.9,1,10.35,8
11/01/16 16:22,11/01/16 16:37,2.3,1,15.95,15
11/01/16 16:23,11/01/16 16:46,1.9,1,20.16,23
11/01/16 16:23,11/01/16 16:34,2,1,14.16,11
11/01/16 16:23,11/01/16 16:28,0.57,3,8.16,5
11/01/16 16:24,11/01/16 17:11,16.7,3,72.92,47
11/01/16 16:24,11/01/16 16:37,1.92,1,12.8,13
11/01/16 16:25,11/01/16 16:52,4.1,1,21.3,27
11/01/16 16:25,11/01/16 16:36,1.3,1,9.8,11
11/01/16 16:26,11/01/16 16:30,0.7,1,7.3,4
11/01/16 16:26,11/01/16 16:33,0.9,1,7.8,7
11/01/16 16:27,11/01/16 16:34,0.8,1,8.3,7
11/01/16 16:27,11/01/16 16:43,2.3,1,14.3,16
11/01/16 16:28,11/01/16 16:38,1.66,2,12.96,10
11/01/16 16:28,11/01/16 16:43,1.77,1,10.8,15
11/01/16 16:29,11/01/16 16:41,1.7,1,11.3,12
11/01/16 16:29,11/01/16 17:34,9.4,1,44.3,65
11/01/16 16:30,11/01/16 16:36,1,3,7.8,6
11/01/16 16:30,11/01/16 16:42,1.92,1,14.12,12
11/01/16 16:31,11/01/16 17:00,9.32,1,37.56,29
11/01/16 16:31,11/01/16 16:47,1.9,1,15.35,16
11/01/16 16:32,11/01/16 16:40,1,1,9.8,8
11/01/16 16:32,11/01/16 17:17,17.3,1,66.34,45
11/01/16 16:32,11/01/16 16:36,0.7,1,8.15,4
11/01/16 16:33,11/01/16 17:10,14.7,2,65.8,37
11/01/16 16:34,11/01/16 16:53,2.6,2,15.8,19
11/01/16 16:34,11/01/16 17:04,4.55,1,28.56,30
11/01/16 16:34,11/01/16 16:42,1.96,1,10.3,8
11/01/16 16:35,11/01/16 16:50,5.87,2,22.3,15
11/01/16 16:35,11/01/16 16:49,2.5,3,15.8,14
11/01/16 16:36,11/01/16 16:42,0.6,1,10.8,6
11/01/16 16:36,11/01/16 16:47,1.3,1,11.3,11
11/01/16 16:36,11/01/16 16:51,1.84,2,15.36,15
11/01/16 16:37,11/01/16 16:43,1.4,1,10.3,6
11/01/16 16:37,11/01/16 16:47,2.25,2,12.3,10
11/01/16 16:38,11/01/16 16:54,1.74,1,15.96,16
11/01/16 16:38,11/01/16 16:47,1.3,1,10.3,9
11/01/16 16:39,11/01/16 16:45,1.16,1,9.55,6
11/01/16 16:39,11/01/16 16:45,1.16,1,7.8,6
11/01/16 16:39,11/01/16 16:52,1.5,1,11.8,13
11/01/16 16:39,11/01/16 16:46,0.6,1,7.8,7
11/01/16 16:40,11/01/16 17:39,20,4,69.99,59
11/01/16 16:40,11/01/16 16:45,0.95,2,9.12,5
11/01/16 16:41,11/01/16 16:53,1.97,1,13.3,12
11/01/16 16:41,11/01/16 16:46,0.96,2,9.36,5
11/01/16 16:41,11/01/16 16:53,0.88,1,12.36,12
11/01/16 16:42,11/01/16 17:07,7.26,2,30.96,25
11/01/16 16:42,11/01/16 17:04,2.12,2,14.8,22
11/01/16 16:43,11/01/16 16:57,2.87,1,17.16,14
11/01/16 16:43,11/01/16 16:53,1.2,2,11.75,10
11/01/16 16:43,11/01/16 16:52,1.67,1,11.76,9
11/01/16 16:43,11/01/16 16:50,1.4,2,8.8,7
11/01/16 16:44,11/01/16 16:51,0.8,2,9,7
11/01/16 16:45,11/01/16 16:54,0.8,1,11.15,9
11/01/16 16:45,11/01/16 16:55,2.44,1,11.3,10
11/01/16 16:46,11/01/16 16:57,2.3,1,14.15,11
11/01/16 16:46,11/01/16 16:52,0.6,1,7.3,6
11/01/16 16:47,11/01/16 16:54,1.9,1,11.75,7
11/01/16 16:47,11/01/16 16:54,0.74,1,9.36,7
11/01/16 16:47,11/01/16 16:58,0.91,1,10.3,11
11/01/16 16:48,11/01/16 17:06,2.53,1,15.8,18
11/01/16 16:48,11/01/16 17:09,4.41,1,21.3,21
11/01/16 16:48,11/01/16 16:52,0.6,1,7.55,4
11/01/16 16:49,11/01/16 17:20,4.6,1,28.55,31
11/01/16 16:49,11/01/16 16:58,1.3,2,9.8,9
11/01/16 16:49,11/01/16 16:59,1.63,1,12.88,10
11/01/16 16:50,11/01/16 17:44,16.75,1,70.01,54
11/01/16 16:50,11/01/16 17:01,3.6,1,17.15,11
11/01/16 16:51,11/01/16 17:08,2.9,1,19.1,17
11/01/16 16:51,11/01/16 16:59,1.8,1,12.25,8
11/01/16 16:52,11/01/16 16:58,0.93,1,7.8,6
11/01/16 16:52,11/01/16 16:59,0.6,1,9.35,7
11/01/16 16:52,11/01/16 17:19,9.41,1,43.44,27
11/01/16 16:53,11/01/16 16:59,0.83,1,9.36,6
11/01/16 16:53,11/01/16 16:57,0.63,1,6.3,4
11/01/16 16:53,11/01/16 17:01,1.2,1,8.8,8
11/01/16 16:54,11/01/16 17:23,2.91,1,22.3,29
11/01/16 16:54,11/01/16 17:02,1.3,1,10.12,8
11/01/16 16:55,11/01/16 16:59,1.02,2,8.76,4
11/01/16 16:55,11/01/16 17:06,1.7,1,10.8,11
11/01/16 16:55,11/01/16 17:24,6.81,3,33.96,29
11/01/16 16:56,11/01/16 17:08,2.58,1,13.3,12
11/01/16 16:56,11/01/16 17:08,2.49,1,12.8,12
11/01/16 16:56,11/01/16 17:06,1.6,1,11.3,10
11/01/16 16:57,11/01/16 17:12,2.2,1,14.3,15
11/01/16 16:57,11/01/16 17:23,9.4,1,30.8,26
11/01/16 16:58,11/01/16 17:12,1.86,1,14.76,14
11/01/16 16:58,11/01/16 18:04,18.12,1,52.8,66
11/01/16 16:58,11/01/16 17:07,1.15,1,10.56,9
11/01/16 16:59,11/01/16 17:05,1.7,1,9.3,6
11/01/16 16:59,11/01/16 17:03,0.6,2,7.3,4
11/01/16 16:59,11/01/16 17:04,0.83,2,6.8,5
11/01/16 17:00,11/01/16 17:23,8.8,2,40.59,23
11/01/16 17:01,11/01/16 17:21,4.9,1,19.8,20
11/01/16 17:01,11/01/16 17:15,1.63,2,11.8,14
11/01/16 17:01,11/01/16 17:09,1.1,2,8.3,8
11/01/16 17:02,11/01/16 17:08,1.7,1,10.56,6
11/01/16 17:02,11/01/16 17:20,1.4,1,17.25,18
11/01/16 17:03,11/01/16 17:18,3.9,1,20.16,15
11/01/16 17:03,11/01/16 18:09,17.99,1,72.92,66
11/01/16 17:03,11/01/16 17:15,4.9,1,19.32,12
11/01/16 17:04,11/01/16 17:17,2.79,1,12.8,13
11/01/16 17:05,11/01/16 17:12,0.8,1,9.35,7
11/01/16 17:05,11/01/16 17:10,1.3,1,7.8,5
11/01/16 17:05,11/01/16 17:13,1.9,1,12.35,8
11/01/16 17:06,11/01/16 17:15,1.8,1,10.3,9
11/01/16 17:06,11/01/16 17:24,1.68,1,16.56,18
11/01/16 17:07,11/01/16 17:11,1.03,1,8.76,4
11/01/16 17:07,11/01/16 17:13,0.89,1,8.76,6
11/01/16 17:08,11/01/16 17:31,5.2,3,22.3,23
11/01/16 17:08,11/01/16 17:18,1.6,1,10.3,10
11/01/16 17:08,11/01/16 17:28,2.98,1,16.3,20
11/01/16 17:09,11/01/16 17:15,0.71,1,9.49,6
11/01/16 17:09,11/01/16 17:28,3.2,1,17.8,19
11/01/16 17:10,11/01/16 17:18,0.98,1,9.3,8
11/01/16 17:10,11/01/16 17:15,1.1,1,7.8,5
11/01/16 17:10,11/01/16 17:21,1.58,1,12.36,11
11/01/16 17:11,11/01/16 17:48,17.4,2,99.36,37
11/01/16 17:11,11/01/16 17:38,2.7,1,19.3,27
11/01/16 17:12,11/01/16 18:04,17.2,1,69.99,52
11/01/16 17:12,11/01/16 17:49,9.4,1,39.35,37
11/01/16 17:13,11/01/16 17:22,1.3,1,12.25,9
11/01/16 17:13,11/01/16 17:36,3.29,1,17.8,23
11/01/16 17:13,11/01/16 17:17,0.8,1,6.8,4
11/01/16 17:14,11/01/16 17:25,2.5,2,11.8,11
11/01/16 17:14,11/01/16 17:46,2.96,2,21.8,32
11/01/16 17:14,11/01/16 17:36,4.21,1,21.8,22
11/01/16 17:14,11/01/16 17:25,1.71,2,10.8,11
11/01/16 17:15,11/01/16 17:19,0.52,1,7.56,4
11/01/16 17:15,11/01/16 17:19,1,1,8.75,4
11/01/16 17:16,11/01/16 17:25,1.72,4,12.8,9
11/01/16 17:16,11/01/16 17:52,10.2,1,50.2,36
11/01/16 17:17,11/01/16 17:35,2.9,1,16.3,18
11/01/16 17:17,11/01/16 17:24,0.7,1,7.8,7
11/01/16 17:17,11/01/16 17:22,0.8,3,8.75,5
11/01/16 17:17,11/01/16 17:31,1.1,1,13.55,14
11/01/16 17:18,11/01/16 17:34,2.46,2,16.56,16
11/01/16 17:18,11/01/16 17:28,2.4,1,12.3,10
11/01/16 17:18,11/01/16 17:37,1.44,1,16.56,19
11/01/16 17:19,11/01/16 17:32,2.4,1,14.8,13
11/01/16 17:19,11/01/16 17:30,1.85,1,13.56,11
11/01/16 17:19,11/01/16 17:24,1.06,1,8.76,5
11/01/16 17:20,11/01/16 17:28,1.3,1,10.3,8
11/01/16 17:20,11/01/16 17:28,1.23,1,8.3,8
11/01/16 17:21,11/01/16 17:34,1.5,1,14.75,13
11/01/16 17:21,11/01/16 17:57,13.31,4,84,36
11/01/16 17:21,11/01/16 17:50,4.1,1,21.8,29
11/01/16 17:22,11/01/16 17:27,0.6,1,8.75,5
11/01/16 17:22,11/01/16 17:27,0.71,1,8.76,5
11/01/16 17:22,11/01/16 17:38,2.27,1,15.36,16
11/01/16 17:23,11/01/16 17:29,1.8,1,9.3,6
11/01/16 17:23,11/01/16 17:34,1.56,1,12.96,11
11/01/16 17:23,11/01/16 17:27,1.1,2,8.75,4
11/01/16 17:23,11/01/16 17:31,0.8,2,8.3,8
11/01/16 17:24,11/01/16 17:46,3.2,1,19,22
11/01/16 17:24,11/01/16 17:31,1.2,1,10.37,7
11/01/16 17:24,11/01/16 17:34,1.46,1,11.76,10
11/01/16 17:25,11/01/16 18:28,31.01,1,168.34,63
11/01/16 17:25,11/01/16 17:31,0.69,1,8.16,6
11/01/16 17:26,11/01/16 18:08,8.96,1,38.8,42
11/01/16 17:26,11/01/16 17:38,2,1,13.3,12
11/01/16 17:27,11/01/16 17:41,2.9,2,17.15,14
11/01/16 17:27,11/01/16 17:44,3.7,1,16.3,17
11/01/16 17:27,11/01/16 17:52,3.1,1,23.5,25
11/01/16 17:28,11/01/16 17:33,0.8,1,9.8,5
11/01/16 17:28,11/01/16 17:54,4.8,1,26.75,26
11/01/16 17:28,11/01/16 17:45,1.2,1,14.8,17
11/01/16 17:28,11/01/16 17:47,3.16,1,20.54,19
11/01/16 17:29,11/01/16 17:43,3.41,2,18.36,14
11/01/16 17:29,11/01/16 17:36,1.5,1,11.15,7
11/01/16 17:30,11/01/16 17:35,1.3,1,7.8,5
11/01/16 17:30,11/01/16 17:36,0.6,1,7.8,6
11/01/16 17:30,11/01/16 17:45,1.81,1,14.76,15
11/01/16 17:31,11/01/16 17:46,2.1,1,16,15
11/01/16 17:31,11/01/16 18:00,5.1,1,23.8,29
11/01/16 17:31,11/01/16 17:56,3.5,1,22.55,25
11/01/16 17:32,11/01/16 18:13,10.6,2,56.34,41
11/01/16 17:32,11/01/16 17:40,0.9,1,10.55,8
11/01/16 17:33,11/01/16 17:39,0.95,1,9.36,6
11/01/16 17:33,11/01/16 17:48,1.9,1,15.35,15
11/01/16 17:33,11/01/16 17:48,1.8,1,12.3,15
11/01/16 17:34,11/01/16 17:49,1.9,1,15.96,15
11/01/16 17:34,11/01/16 17:42,1.28,1,8.8,8
11/01/16 17:34,11/01/16 17:43,1.21,1,11.76,9
11/01/16 17:34,11/01/16 17:41,1.06,1,9,7
11/01/16 17:34,11/01/16 17:39,0.6,1,8.8,5
11/01/16 17:35,11/01/16 18:03,5.8,1,29.15,28
11/01/16 17:35,11/01/16 17:39,0.8,1,6.8,4
11/01/16 17:35,11/01/16 17:52,3.6,1,15.8,17
11/01/16 17:36,11/01/16 17:44,1.09,1,10.56,8
11/01/16 17:36,11/01/16 17:47,0.9,1,12.35,11
11/01/16 17:36,11/01/16 17:46,1.5,2,12.35,10
11/01/16 17:36,11/01/16 17:43,1.34,1,9.96,7
11/01/16 17:37,11/01/16 17:50,2.5,1,12.3,13
11/01/16 17:37,11/01/16 17:54,2.3,1,13.8,17
11/01/16 17:37,11/01/16 17:52,2.1,1,16,15
11/01/16 17:38,11/01/16 17:42,0.68,1,6.8,4
11/01/16 17:38,11/01/16 18:05,5.5,1,21.3,27
11/01/16 17:38,11/01/16 17:43,0.54,2,8.57,5
11/01/16 17:39,11/01/16 17:48,1.3,1,11.75,9
11/01/16 17:39,11/01/16 17:54,2.25,1,13.3,15
